ID	T	d	DEPARTAMENTO	MACROSECTOR	CATEGORIA	ACTIVO	PASIVO	EMPLEOS
2369	0	0	BOGOTA	SERVICIOS	C	2868221	2410707	0
2370	2	0	BOGOTA	MANUFACTURA	B	12376168	6058529	18
2371	4	0	BOGOTA	SERVICIOS	A	62208810	35514141	1276
2372	3	0	BOGOTA	MANUFACTURA	C	434959	932766	0
2373	3	0	BOGOTA	COMERCIO	C	569489	345382	7
2374	4	0	CUNDINAMARCA	MANUFACTURA	C	3285556	755156	0
2375	10	0	BOGOTA	MANUFACTURA	C	3785653	2636758	1
2376	3	1	CUNDINAMARCA	MANUFACTURA	B	30895111	36580934	1
2377	12	0	BOGOTA	SERVICIOS	B	7035812	5212042	162
2378	2	0	BOGOTA	TRANSPORTE	A	84127487	68859021	1
2379	6	0	BOGOTA	SERVICIOS	C	1354978	568741	0
2380	2	0	BOGOTA	COMERCIO	B	15402574	11123055	0
2381	0	0	BOGOTA	MANUFACTURA	C	5967121	3280248	0
2382	3	0	BOGOTA	MANUFACTURA	B	13848093	8001259	2
2383	14	0	BOGOTA	MANUFACTURA	B	7486600	5564010	18
2384	10	0	BOGOTA	CONSTRUCCION	A	294631603	233054332	0
2385	1	1	BOGOTA	TRANSPORTE	B	11563746	9919361	239
2386	1	0	BOGOTA	CONSTRUCCION	B	17523873	1502027	21
2387	1	1	BOGOTA	SERVICIOS	C	6191895	3175803	1
2388	4	0	BOGOTA	SERVICIOS	C	4736880	2937382	0
2389	0	0	ATLANTICO	CONSTRUCCION	A	297954170	201135781	0
2390	9	1	ATLANTICO	AGROPECUARIO	C	6139	929919	0
2391	1	1	ATLANTICO	MANUFACTURA	C	1628727	1335727	7
2392	0	0	ATLANTICO	MANUFACTURA	C	2311749	2375290	67
2393	0	0	ATLANTICO	COMERCIO	C	5504442	3977079	19
2394	4	0	ATLANTICO	MANUFACTURA	A	91515352	46823269	332
2395	4	0	ATLANTICO	AGROPECUARIO	B	24834379	14782691	60
2396	8	1	ATLANTICO	CONSTRUCCION	B	15568553	6970127	5
2397	7	0	ATLANTICO	TRANSPORTE	B	14539446	5960287	0
2398	4	0	ATLANTICO	COMERCIO	C	2149749	1932333	12
2399	4	0	ATLANTICO	TRANSPORTE	A	223661255	157876730	222
2400	3	0	ATLANTICO	MANUFACTURA	B	28008252	11757395	0
2401	9	0	ATLANTICO	MANUFACTURA	C	12048843	8251019	50
2402	6	0	ATLANTICO	TRANSPORTE	B	22130167	8226683	36
2403	3	0	ATLANTICO	AGROPECUARIO	A	114512682	103471788	94
2404	9	0	ATLANTICO	MANUFACTURA	B	43120681	34447672	1
2405	3	0	ATLANTICO	MANUFACTURA	C	5827954	4123103	0
2406	0	0	ATLANTICO	MANUFACTURA	C	5000179	3048380	0
2407	1	0	ATLANTICO	CONSTRUCCION	A	81607087	24011557	45
2408	3	0	ATLANTICO	COMERCIO	A	346308815	259713836	102
2409	1	1	ATLANTICO	MANUFACTURA	C	17056722	31447848	0
2410	15	0	ATLANTICO	MANUFACTURA	C	5890843	2755588	100
2411	1	1	ATLANTICO	COMERCIO	C	5171058	4325662	0
2412	0	0	ATLANTICO	CONSTRUCCION	B	21182210	12452070	0
2413	6	0	ATLANTICO	COMERCIO	B	20403982	16130721	0
2414	13	0	ATLANTICO	CONSTRUCCION	C	4462937	3635342	22
2415	2	0	ATLANTICO	SERVICIOS	A	141410210	13962151	0
2416	2	0	ATLANTICO	COMERCIO	A	151044672	89945380	617
2417	2	0	ATLANTICO	CONSTRUCCION	B	19128332	8767266	17
2418	5	0	SANTANDER	SERVICIOS	C	19993828	3813021	65
2419	5	0	SANTANDER	MANUFACTURA	C	6096481	2991507	8
2420	1	0	SANTANDER	CONSTRUCCION	A	349530158	298942529	30
2421	3	1	SANTANDER	SERVICIOS	C	9904924	10767311	25
2422	1	0	SANTANDER	TRANSPORTE	B	15149344	8206583	1
2423	7	0	SANTANDER	AGROPECUARIO	C	19520053	12493859	0
2424	5	0	SANTANDER	SERVICIOS	C	21314869	11175744	58
2425	3	1	VALLE	CONSTRUCCION	A	95204173	62346453	1
2426	0	0	SANTANDER	COMERCIO	C	3055835	1776967	1
2427	1	0	SANTANDER	CONSTRUCCION	A	61538500	36521433	177
2428	1	0	SANTANDER	COMERCIO	C	5786449	4818075	1
2429	2	0	SANTANDER	MANUFACTURA	C	1493602	1195091	1
2430	1	0	BOGOTA	CONSTRUCCION	A	58162847	48817785	34
2431	4	1	SANTANDER	COMERCIO	C	210310	779330	1
2432	11	0	SANTANDER	COMERCIO	A	48857754	30932811	77
2433	3	1	SANTANDER	CONSTRUCCION	C	4582693	6050566	1
2434	8	0	SANTANDER	COMERCIO	C	4156721	1153824	80
2435	3	0	SANTANDER	MANUFACTURA	C	14212935	2571873	1
2436	4	0	SANTANDER	SERVICIOS	C	23276850	10976220	0
2437	5	0	SANTANDER	MANUFACTURA	C	3670949	4583744	10
2438	1	0	SANTANDER	CONSTRUCCION	C	37758216	42407870	1
2439	1	0	SANTANDER	COMERCIO	C	2985235	1638779	8
2440	5	0	VALLE	MANUFACTURA	A	206756845	138049702	0
2441	4	1	VALLE	COMERCIO	A	1320213900	1152626000	0
2442	1	0	VALLE	TRANSPORTE	B	15644699	12742793	92
2443	10	0	VALLE	CONSTRUCCION	A	239852	212356	231
2444	3	0	VALLE	SERVICIOS	A	54941080	36210517	1
2445	7	0	VALLE	MANUFACTURA	C	3668447	3249134887	30
2446	16	0	BOGOTA	SERVICIOS	A	57549653	33421340	267
2447	9	0	BOGOTA	MANUFACTURA	B	25639610	16102526	132
2448	3	1	VALLE	MANUFACTURA	C	1315312	24809502	3
2449	6	0	VALLE	MANUFACTURA	C	21528134	14170636	0
2450	11	0	VALLE	SERVICIOS	B	18039	16216	1
2451	2	0	VALLE	AGROPECUARIO	A	172436267	74392884	112
2452	5	0	VALLE	MANUFACTURA	C	9673032	8721587	52
2453	5	1	VALLE	CONSTRUCCION	C	3529660	2282917	0
2454	4	0	VALLE	SERVICIOS	C	84439102	103100992	9579
2455	1	0	CAUCA	AGROPECUARIO	A	166178163	134816937	11
2456	12	0	VALLE	SERVICIOS	C	1109495	835435	0
2457	2	0	RISARALDA	SERVICIOS	C	6965082	405594	1
2458	4	0	RISARALDA	SERVICIOS	B	15699610	947066	2
2459	3	0	BOGOTA	MANUFACTURA	C	5205818	3186371	1
2460	8	0	VALLE	CONSTRUCCION	A	298165	229485	1
2461	6	0	VALLE	SERVICIOS	C	12277868	1563609	0
2462	0	1	BOGOTA	CONSTRUCCION	C	232160	307407	0
2463	3	0	BOGOTA	SERVICIOS	B	12029243	2296979	1
2464	0	1	VALLE	TRANSPORTE	C	15362884	1445130545	1
2465	4	0	VALLE	SERVICIOS	C	17811516	6029560	2
2466	6	1	VALLE	AGROPECUARIO	B	10476628	788528	0
2467	4	0	VALLE	SERVICIOS	C	34822160	21148670	284
2468	1	0	BOGOTA	SERVICIOS	A	73069220	41440173	155
2469	1	0	BOGOTA	SERVICIOS	A	71355812	59132837	296
2470	15	0	VALLE	CONSTRUCCION	C	8146179	5591554	29
2471	7	0	VALLE	SERVICIOS	C	16696941	6593212	0
2472	1	0	VALLE	MANUFACTURA	B	18695709	9704019	120
2473	1	1	VALLE	CONSTRUCCION	A	87932904	104078668	0
2474	3	0	VALLE	SERVICIOS	C	13475259	13629540	0
2475	13	0	VALLE	SERVICIOS	C	2200831	1199921	0
2476	7	0	VALLE	SERVICIOS	C	2625020	1829563	0
2477	4	1	VALLE	SERVICIOS	A	990956583	403889975	0
2478	14	0	VALLE	MANUFACTURA	C	1345155	1051751	0
2479	10	0	VALLE	MANUFACTURA	C	6829161	5566731	0
2480	15	0	VALLE	MANUFACTURA	C	1260799	1349049	28
2481	2	1	VALLE	COMERCIO	C	2183299	6397004	6
2482	9	0	VALLE	AGROPECUARIO	B	10052770	4394714	18
2483	6	0	VALLE	SERVICIOS	C	15177347	7703383	12
2484	2	0	VALLE	COMERCIO	C	5427559	8385038	30
2485	2	0	VALLE	MANUFACTURA	B	39538750	32750560	307
2486	1	0	VALLE	MANUFACTURA	C	7503481	5058222	1
2487	2	0	VALLE	SERVICIOS	C	1175727	655164	4
2488	3	0	BOGOTA	MANUFACTURA	A	59286847	43476194	101
2489	2	0	BOLIVAR	CONSTRUCCION	B	43234635	28661834	1
2490	0	0	BOLIVAR	COMERCIO	C	5407673079	1923734352	1
2491	1	0	BOLIVAR	COMERCIO	C	6333624	4040425	1
2492	5	0	N_SANTANDER	SERVICIOS	C	26582902	14324424	9
2493	4	1	N_SANTANDER	MANUFACTURA	C	5579114	11778061	0
2494	0	1	N_SANTANDER	MANUFACTURA	C	1150337	819480	1
2495	1	0	N_SANTANDER	COMERCIO	C	3002788	126377	1
2496	2	1	TOLIMA	COMERCIO	B	11090601	8384062	1
2497	3	0	TOLIMA	MANUFACTURA	B	8423725	8215581	8
2498	4	0	BOGOTA	AGROPECUARIO	C	5157559	5647962	1
2499	1	0	TOLIMA	AGROPECUARIO	B	31520154	19586321	230
2500	11	0	CALDAS	SERVICIOS	B	10792023	22213076	88
2501	1	0	CALDAS	COMERCIO	B	23040021	20068684	94
2502	0	1	ANTIOQUIA	COMERCIO	C	37777700	31416000	37
2503	5	1	ANTIOQUIA	COMERCIO	A	114369837	68573161	0
2504	1	0	ANTIOQUIA	MANUFACTURA	A	758709705	463574328	1200
2505	5	1	ANTIOQUIA	MANUFACTURA	C	974947	8362656	75
2506	9	0	ANTIOQUIA	SERVICIOS	C	14319559	2084523	1
2507	11	0	ANTIOQUIA	CONSTRUCCION	C	13518074	7824132	8
2508	1	0	SANTANDER	COMERCIO	C	7387614	5134962	23
2509	1	0	ANTIOQUIA	CONSTRUCCION	A	648483000	629032000	99
2510	3	0	ANTIOQUIA	MANUFACTURA	B	39518240	20137597	141
2511	5	0	ANTIOQUIA	CONSTRUCCION	A	262110464	263198610	490
2512	2	0	ANTIOQUIA	SERVICIOS	C	4085379	2832278	24
2513	3	0	ANTIOQUIA	CONSTRUCCION	C	5239589	4077683	1
2514	10	0	ANTIOQUIA	SERVICIOS	A	25130001	4109267	0
2515	0	0	ANTIOQUIA	MANUFACTURA	B	25784018	22000375	108
2516	1	0	ANTIOQUIA	CONSTRUCCION	A	225880568	176339637	69
2517	4	0	ANTIOQUIA	MANUFACTURA	C	1925942	1702293	22
2518	1	0	ANTIOQUIA	COMERCIO	C	6623919	5591658	0
2519	9	0	ANTIOQUIA	SERVICIOS	C	89330	539526	4
2520	8	0	ANTIOQUIA	MANUFACTURA	A	37033829	32141136	132
2521	12	0	CUNDINAMARCA	AGROPECUARIO	A	55330000	31186000	339
2522	3	0	ANTIOQUIA	MANUFACTURA	A	405084099	260972231	954
2523	1	1	BOGOTA	COMERCIO	B	18484595	17107476	0
2524	10	0	ANTIOQUIA	SERVICIOS	C	16781878	11158591	44
2525	12	0	ANTIOQUIA	COMERCIO	C	12627946	10257777	182
2526	2	0	ANTIOQUIA	CONSTRUCCION	C	6537367	5276128	12
2527	2	0	ANTIOQUIA	AGROPECUARIO	A	43780063	24451927	396
2528	10	0	ANTIOQUIA	COMERCIO	A	500405674	242331699	661
2529	2	0	ANTIOQUIA	MANUFACTURA	B	40623662	48252785	12
2530	0	0	ANTIOQUIA	MANUFACTURA	B	17933506	10100612	117
2531	1	0	ANTIOQUIA	COMERCIO	A	68385667	38101528	37
2532	4	0	ANTIOQUIA	COMERCIO	B	18826697	11117169	27
2533	0	0	ANTIOQUIA	MANUFACTURA	C	5702506	6078519	119
2534	2	0	ANTIOQUIA	MANUFACTURA	B	12837760	19145750	53
2535	1	0	ANTIOQUIA	CONSTRUCCION	A	346215175	1359273168	1
2536	1	1	ANTIOQUIA	CONSTRUCCION	C	2663633	3271168	29
2537	2	0	ANTIOQUIA	MANUFACTURA	B	33037291	25731293	69
2538	4	0	ANTIOQUIA	SERVICIOS	C	1131760	496514	4
2539	2	1	ANTIOQUIA	CONSTRUCCION	C	30495324	103013271	0
2540	1	0	ANTIOQUIA	MANUFACTURA	C	1766618	2882230	40
2541	1	0	ANTIOQUIA	COMERCIO	B	13022569	8830246	0
2542	0	1	ANTIOQUIA	COMERCIO	C	5113294	7925502	1
2543	0	0	ANTIOQUIA	COMERCIO	A	137879294	88145003	0
2544	1	0	ANTIOQUIA	SERVICIOS	A	214995744	175925921	1079
2545	1	0	ANTIOQUIA	MANUFACTURA	C	9681925	5259029	35
2546	7	0	ANTIOQUIA	MANUFACTURA	C	3538677	3001171	85
2547	1	0	ANTIOQUIA	SERVICIOS	B	18611256	5917534	0
2548	12	1	BOGOTA	SinInf	A	22500497	11267750	0
2549	3	0	ANTIOQUIA	AGROPECUARIO	A	37868602	37218058	130
2550	6	0	ANTIOQUIA	COMERCIO	C	6246042	5331744	0
2551	10	0	ANTIOQUIA	COMERCIO	C	6689400	1045515	0
2552	2	0	ANTIOQUIA	CONSTRUCCION	B	30067235	21814642	185
2553	8	0	ANTIOQUIA	MANUFACTURA	C	2540002	1876369	23
2554	3	0	CORDOBA	TRANSPORTE	C	2215887	859269	0
2555	12	0	HUILA	AGROPECUARIO	B	21588698	8288006	68
2556	2	1	VALLE	AGROPECUARIO	C	8479233	6664074	69
2557	1	0	NARIÑO	SERVICIOS	B	21034085	18567872	18
2558	11	0	NARIÑO	COMERCIO	B	23055235	21827755	48
2559	12	0	NARIÑO	CONSTRUCCION	C	8386505	5599307	30
2560	13	0	NARIÑO	COMERCIO	C	945340	845782	0
2561	2	0	VALLE	AGROPECUARIO	A	89964806	46972738	374
2562	15	0	VALLE	MANUFACTURA	C	1345060	1274913	14
2563	10	1	VALLE	CONSTRUCCION	C	3436088	1002645	0
2564	6	0	VALLE	AGROPECUARIO	C	1404889	773501	0
2565	10	0	VALLE	MANUFACTURA	B	12233743	11007985	0
2566	5	0	RISARALDA	MANUFACTURA	C	10270077	6392674	26
2567	15	0	RISARALDA	SERVICIOS	B	21348040	2955599	25
2568	3	0	RISARALDA	MANUFACTURA	C	29038851	19813666	493
2569	1	0	RISARALDA	MANUFACTURA	A	64413568	64749607	5
2570	13	0	RISARALDA	COMERCIO	C	2663187	1315520	9
2571	5	0	RISARALDA	MANUFACTURA	C	16033289	11292981	1
2572	2	1	RISARALDA	MANUFACTURA	C	248392	1732936	1
2573	1	0	RISARALDA	MANUFACTURA	C	12126305	7660361	5
2574	3	0	BOGOTA	SinInf	C	2362715	1845718	21
2575	1	0	CAUCA	MANUFACTURA	A	70834425	11376454	130
2576	1	0	CAUCA	MANUFACTURA	A	1440681452	944969465	1599
2577	1	0	CAUCA	AGROPECUARIO	A	158383988	67919217	1
2578	4	0	MAGDALENA	COMERCIO	C	3264667	1174250	6
2579	10	1	BOGOTA	AGROPECUARIO	B	22987113	887069	0
2580	2	0	BOYACA	CONSTRUCCION	B	31836468	28709221	1
2581	0	1	BOYACA	SERVICIOS	C	13023569	2020839	0
2582	0	0	BOGOTA	CONSTRUCCION	B	16399059	4760862	0
2583	7	0	RISARALDA	SERVICIOS	C	18910929	12195467	2
2584	11	1	META	AGROPECUARIO	A	109615492	108445782	0
2585	3	0	META	SERVICIOS	A	34677193	9378005	34
2586	4	1	META	MANUFACTURA	A	60886350	18050458	0
2587	1	0	META	TRANSPORTE	C	4774591	1386499	1
2588	3	0	META	AGROPECUARIO	A	61381930	57094979	1
2589	0	0	SUCRE	CONSTRUCCION	A	103574484	27472913	52
2590	2	1	CESAR	AGROPECUARIO	C	22088323	11118249	0
2591	2	0	CESAR	AGROPECUARIO	B	11221799	1606801	1
2592	3	0	CESAR	COMERCIO	C	10876465	5569117	0
2593	4	0	CESAR	CONSTRUCCION	C	1138978	181291	2
2594	2	0	CESAR	MANUFACTURA	B	36958809	32638998	30
2595	1	0	ATLANTICO	MANUFACTURA	B	17495795	13502338	60
2596	3	0	BOGOTA	TRANSPORTE	A	180499738	107803708	258
2597	1	1	BOGOTA	SERVICIOS	C	543269	1776789	1
2598	4	0	BOGOTA	COMERCIO	C	1765948	1324970	6
2599	4	0	BOGOTA	COMERCIO	B	15721783	15556755	0
2600	0	1	BOGOTA	SERVICIOS	C	66505	3595863	0
2601	2	0	BOGOTA	SERVICIOS	C	6680854	5527669	1
2602	6	0	BOGOTA	CONSTRUCCION	A	7344327	4550302	1
2603	0	0	SUCRE	COMERCIO	C	1265080761	5640706068	1
2604	1	1	BOGOTA	COMERCIO	C	236203	1128164	1
2605	0	0	BOGOTA	SERVICIOS	C	4144065	2606362	18
2606	4	1	BOLIVAR	SERVICIOS	C	3619878	4937728	0
2607	6	0	BOGOTA	MANUFACTURA	C	469874	398299	1
2608	13	0	VALLE	COMERCIO	C	301773	433958	0
2609	6	0	CUNDINAMARCA	SERVICIOS	B	176988	124315	1
2610	5	0	BOGOTA	CONSTRUCCION	B	6008511	5491277	4
2611	1	0	VALLE	COMERCIO	C	9425982	7429553	72
2612	6	0	CUNDINAMARCA	COMERCIO	C	5019956	3207271	1
2613	4	0	VALLE	SERVICIOS	C	821133	688278	4
2614	1	0	BOLIVAR	CONSTRUCCION	C	3409685	1744766	1
2615	2	0	CUNDINAMARCA	SERVICIOS	C	1496917	638425	1
2616	0	0	ANTIOQUIA	MANUFACTURA	C	1039065	1021769	9
2617	4	0	SUCRE	SERVICIOS	C	353372	370623	1
2618	1	1	BOGOTA	COMERCIO	C	673087	301499	0
2619	3	0	SANTANDER	SERVICIOS	C	1293232	638746	0
2620	2	0	CORDOBA	AGROPECUARIO	B	25642423	5292386	10
2621	6	0	ANTIOQUIA	COMERCIO	C	2897769	2389642	7
2622	0	0	HUILA	COMERCIO	C	1309705	1504994	10
2623	4	0	CUNDINAMARCA	SERVICIOS	C	1919876	1570111	0
2624	6	0	ANTIOQUIA	MANUFACTURA	C	8553185	5130592	20
2625	0	0	BOGOTA	COMERCIO	C	444157	289451	0
2626	1	0	ATLANTICO	SERVICIOS	B	7419904	4513360	0
2627	2	0	ATLANTICO	SERVICIOS	B	11216729	6802192	0
2628	0	1	BOGOTA	COMERCIO	C	189217	525297	0
2629	2	0	BOGOTA	SERVICIOS	B	30795166	15986597	35
2630	4	0	BOGOTA	SERVICIOS	B	23795606	17286716	47
2631	4	0	VALLE	MANUFACTURA	C	4426834	3519327	15
2632	2	0	CUNDINAMARCA	COMERCIO	C	8104403	7582670	1
2633	4	0	CUNDINAMARCA	CONSTRUCCION	C	689695	611929	1
2634	2	1	BOGOTA	CONSTRUCCION	B	6367471	5102890	0
2635	2	0	BOGOTA	COMERCIO	B	9522707	7070077	18
2636	3	0	BOGOTA	COMERCIO	B	10286327	5847865	1
2637	6	0	ANTIOQUIA	MANUFACTURA	C	8579655	6470604	93
2638	0	1	META	MANUFACTURA	C	49925665	23668956	0
2639	1	1	CUNDINAMARCA	MANUFACTURA	C	21648266	182386521	1
2640	1	1	VALLE	CONSTRUCCION	C	52671367	32647201	1
2641	8	1	BOGOTA	CONSTRUCCION	A	76383893	63421049	19
2642	11	0	BOGOTA	CONSTRUCCION	C	1374484	785111	12
2643	2	0	VALLE	CONSTRUCCION	C	8953328	6848221	35
2644	4	0	ATLANTICO	COMERCIO	C	2113782	1833495	7
2645	1	0	BOGOTA	CONSTRUCCION	C	6570315	7288259	27
2646	1	0	ATLANTICO	SERVICIOS	C	9938450	6998423	66
2647	4	0	META	CONSTRUCCION	A	185020979	164758204	0
2648	1	0	BOGOTA	COMERCIO	C	389472	598588	0
2649	4	0	BOGOTA	MANUFACTURA	B	10553627	6873610	35
2650	1	1	ANTIOQUIA	COMERCIO	C	10922351	8463232	0
2651	4	0	BOGOTA	SERVICIOS	C	419575	645343	81
2652	2	0	BOGOTA	MANUFACTURA	C	2907030	1959599	0
2653	3	1	BOLIVAR	SERVICIOS	C	182686	526285	0
2654	1	0	BOGOTA	CONSTRUCCION	C	5320842	3989438	12
2655	2	0	VALLE	COMERCIO	A	39387474	20714827	0
2656	0	1	BOGOTA	AGROPECUARIO	C	8014901	5287110	1
2657	3	0	BOGOTA	MANUFACTURA	C	3711025	2509663	1
2658	2	0	BOGOTA	SERVICIOS	B	11946057	6172648	14
2659	8	0	SANTANDER	COMERCIO	C	2585578	2272084	7
2660	0	0	ANTIOQUIA	SERVICIOS	C	13240555	7630272	4
2661	0	0	CUNDINAMARCA	COMERCIO	C	7525338	4717728	0
2662	2	1	META	COMERCIO	C	5567721	5276479	1
2663	8	0	SANTANDER	AGROPECUARIO	B	35078568	6820546	1
2664	0	0	ATLANTICO	MANUFACTURA	B	7380902	4133660	0
2665	3	1	SANTANDER	MANUFACTURA	C	567821	5453937	1
2666	1	0	BOGOTA	CONSTRUCCION	C	5469333	4826151	12
2667	0	0	BOGOTA	COMERCIO	C	1915357	1291511	7
2668	3	1	BOGOTA	SERVICIOS	C	7426	132399	1
2669	0	0	ANTIOQUIA	SERVICIOS	C	9079047	8421373	1
2670	7	0	SANTANDER	AGROPECUARIO	C	8277117	4719783	0
2671	1	0	BOGOTA	COMERCIO	B	13386050	7382623	15
2672	0	0	BOGOTA	SERVICIOS	C	5163809	5613962	28
2673	6	0	BOGOTA	TRANSPORTE	B	5574787	6355936	1
2674	4	0	BOGOTA	AGROPECUARIO	C	2961095	2115315	1
2675	1	1	BOGOTA	SERVICIOS	C	6093247	12831959	0
2676	11	0	META	MANUFACTURA	C	1621283	1194318	0
2677	6	0	ATLANTICO	MANUFACTURA	C	1286237	1793921	3
2678	1	0	CUNDINAMARCA	MANUFACTURA	C	3019921	2360997	26
2679	1	0	CUNDINAMARCA	COMERCIO	B	13200700	12444044	0
2680	1	1	NARIÑO	CONSTRUCCION	B	31347412	54620824	0
2681	1	0	BOGOTA	SERVICIOS	C	10538102	5548846	56
2682	0	0	ANTIOQUIA	SERVICIOS	C	7663246	7384790	0
2683	3	0	MAGDALENA	COMERCIO	B	8302976	5903384	5
2684	8	0	SANTANDER	AGROPECUARIO	B	17908090	2327474	1
2685	3	0	VALLE	SERVICIOS	C	5377387	3874237	19
2686	13	0	ATLANTICO	COMERCIO	C	1007894	868204	2
2687	4	0	CALDAS	COMERCIO	C	6535136	4991272	0
2688	4	0	ANTIOQUIA	MANUFACTURA	C	5313855	16772073	63
2689	4	1	BOGOTA	HIDROCARBUROS	B	21430048	20038282	1
2690	1	0	BOGOTA	MANUFACTURA	B	55628614	35164194	182
2691	3	0	BOLIVAR	CONSTRUCCION	C	31337816	67942952	1
2692	5	0	ANTIOQUIA	SERVICIOS	C	22303071	9415529	0
2693	1	1	ANTIOQUIA	MANUFACTURA	C	7779863	16865750	1
2694	2	1	SANTANDER	COMERCIO	C	1561708	1903548	1
2695	0	0	BOGOTA	SERVICIOS	C	3242003	1884566	6
2696	4	1	BOGOTA	SERVICIOS	B	19571363	22494176	5
2697	2	1	CUNDINAMARCA	COMERCIO	C	919688	841150	1
2698	1	0	ANTIOQUIA	MANUFACTURA	C	1867340	1732891	35
2699	2	1	SANTANDER	COMERCIO	C	4779917	2800190	1
2700	1	0	CUNDINAMARCA	COMERCIO	C	1947544	3223318	10
2701	1	1	BOGOTA	CONSTRUCCION	C	5216482	5207554	1
2702	1	1	ANTIOQUIA	MANUFACTURA	C	109915	373170	0
2703	2	0	CUNDINAMARCA	AGROPECUARIO	B	14288286	6579784	62
2704	0	0	ANTIOQUIA	SERVICIOS	C	4149366	2690284	0
2705	0	0	RISARALDA	SERVICIOS	A	390856258	334329179	9
2706	9	0	BOGOTA	COMERCIO	A	155818090	89141867	0
2707	1	1	BOGOTA	MANUFACTURA	C	5094	94308	0
2708	3	0	BOGOTA	COMERCIO	A	42964658	32683709	0
2709	3	0	ATLANTICO	MANUFACTURA	C	6955759	6417359	4
2710	4	1	SANTANDER	CONSTRUCCION	C	12732008	12590743	1
2711	0	0	NARIÑO	MANUFACTURA	C	12998467	8443654	1
2712	1	0	N_SANTANDER	COMERCIO	C	409971	307300	1
2713	4	0	TOLIMA	SERVICIOS	C	1278607	746703	116
2714	3	0	ATLANTICO	MANUFACTURA	B	11055254	8389792	0
2715	1	0	BOGOTA	SERVICIOS	B	43286202	42278459	1516
2716	1	0	ANTIOQUIA	SERVICIOS	B	25312492	12636345	1
2717	2	0	BOGOTA	MANUFACTURA	C	4034107	2249138	1
2718	3	0	VALLE	SERVICIOS	C	4560588	3599558	14
2719	7	0	CALDAS	SERVICIOS	C	762964	743507	6
2720	1	0	ANTIOQUIA	COMERCIO	C	9325184	7736934	19
2721	4	0	CUNDINAMARCA	HIDROCARBUROS	B	10022383	7533322	0
2722	4	0	BOGOTA	COMERCIO	C	12573195	9972563	0
2723	4	0	BOGOTA	MANUFACTURA	B	22750757	14578849	46
2724	6	0	BOGOTA	MANUFACTURA	B	20615	13610	1
2725	3	0	VALLE	SERVICIOS	C	8013714	5084861	2
2726	2	0	SANTANDER	COMERCIO	C	15685062	9927737	1
2727	4	0	BOGOTA	COMERCIO	B	15751392	12805108	17
2728	7	0	VALLE	CONSTRUCCION	C	19107760	13851311	0
2729	0	0	ANTIOQUIA	COMERCIO	B	17732831	9572857	1
2730	3	0	BOGOTA	AGROPECUARIO	B	19701908	11499007	0
2731	0	0	N_SANTANDER	SERVICIOS	C	971614	822538	1
2732	1	1	BOGOTA	MANUFACTURA	C	28290	525757	0
2733	4	0	ANTIOQUIA	SERVICIOS	C	3809813	2648670	0
2734	2	0	VALLE	CONSTRUCCION	B	13218444	5396328	20
2735	4	0	ATLANTICO	COMERCIO	C	1282330	1104101	10
2736	2	0	BOGOTA	COMERCIO	C	2295919	2195810	15
2737	4	0	BOGOTA	COMERCIO	C	1138032	1008772	2
2738	9	0	BOGOTA	SERVICIOS	B	14973787	10509529	51
2739	3	0	SANTANDER	AGROPECUARIO	C	3560206	2494736	13
2740	1	1	BOYACA	COMERCIO	C	2535064	5084428	0
2741	1	0	BOGOTA	CONSTRUCCION	C	2247501	642261	4
2742	4	0	BOGOTA	COMERCIO	B	10897447	8893262	17
2743	6	1	BOLIVAR	MANUFACTURA	A	35581	445321	0
2744	4	0	BOGOTA	TRANSPORTE	A	697821794	405837396	1164
2745	3	0	RISARALDA	MANUFACTURA	C	2101703	1908444	30
2746	13	0	CUNDINAMARCA	AGROPECUARIO	B	6185620	5432587	6
2747	3	0	N_SANTANDER	COMERCIO	C	4893693	3939228	1
2748	2	0	VALLE	CONSTRUCCION	C	2074908	1910735	0
2749	1	0	ANTIOQUIA	MANUFACTURA	C	4962634	3340769	21
2750	4	0	BOGOTA	SERVICIOS	B	10904314	5701511	5
2751	6	0	BOGOTA	SERVICIOS	A	49141958	9614544	0
2752	1	0	BOGOTA	TRANSPORTE	C	2366630	1923371	0
2753	2	0	CUNDINAMARCA	COMERCIO	C	3574085	1802890	9
2754	6	0	VALLE	TRANSPORTE	A	281590298	258855310	868
2755	5	0	ATLANTICO	SERVICIOS	C	3743542	3378426	8
2756	4	0	BOGOTA	SERVICIOS	C	3649769	1465614	0
2757	12	0	VALLE	TRANSPORTE	A	110338609	102143645	569
2758	0	0	BOGOTA	COMERCIO	B	48582123	19038212	95
2759	0	1	ANTIOQUIA	SERVICIOS	C	87741	264147	1
2760	3	0	VALLE	SERVICIOS	A	124261924	82783234	57
2761	4	0	VALLE	SERVICIOS	C	3251469	1918987	29
2762	9	0	ANTIOQUIA	SERVICIOS	B	23819467	35845151	237
2763	10	0	VALLE	COMERCIO	C	8363826	4605081	13
2764	1	0	VALLE	COMERCIO	C	4815982	4225849	50
2765	4	1	BOGOTA	CONSTRUCCION	C	8333533	6492965	0
2766	4	0	BOGOTA	CONSTRUCCION	A	67557867	46519393	18
2767	1	0	VALLE	MANUFACTURA	C	7325460	13545105	20
2768	9	0	BOGOTA	SERVICIOS	B	16606527	11302291	0
2769	1	0	VALLE	COMERCIO	C	1785846	1884927	13
