ID	T	d	DEPARTAMENTO	MACROSECTOR	CATEGORIA	ACTIVO	PASIVO	EMPLEOS
1628	4	0	SANTANDER	COMERCIO	C	1559049	1139725	3
1629	1	0	SANTANDER	COMERCIO	A	233186827	206209630	1447
1630	1	0	SANTANDER	SERVICIOS	C	1854563	619388	1
1631	1	1	SANTANDER	AGROPECUARIO	C	6479555	6169027	5
1632	2	0	SANTANDER	MANUFACTURA	C	42945552	26403657	1
1633	5	0	SANTANDER	MANUFACTURA	C	6934812	5148460	0
1634	1	1	SANTANDER	SERVICIOS	C	64870	862377	1
1635	0	0	SANTANDER	COMERCIO	C	10430061	6126662	15
1636	0	0	CUNDINAMARCA	COMERCIO	A	193489823	122541223	124
1637	3	0	SANTANDER	AGROPECUARIO	C	98846	405183	1
1638	3	0	SANTANDER	SERVICIOS	C	3217603	1883308	5
1639	3	0	SANTANDER	SERVICIOS	C	5980917	3369400	1
1640	4	0	SANTANDER	SERVICIOS	C	18604735	13422112	5
1641	0	0	SANTANDER	COMERCIO	A	49440073	34400234	320
1642	0	0	SANTANDER	SERVICIOS	C	14397850	5239128	1
1643	0	0	SANTANDER	CONSTRUCCION	B	33988630	14498919	125
1644	4	1	SANTANDER	CONSTRUCCION	C	201492	553813	1
1645	3	0	SANTANDER	SERVICIOS	C	5504071	4546097	22
1646	4	0	SANTANDER	MANUFACTURA	C	2145269	1192297	10
1647	1	0	ATLANTICO	SERVICIOS	B	9709404	3418644	0
1648	1	0	SANTANDER	SERVICIOS	B	16544167	8935247	8
1649	5	0	SANTANDER	CONSTRUCCION	C	3972943	3835949	1
1650	8	0	SANTANDER	SERVICIOS	C	9202	8455	0
1651	0	0	SANTANDER	COMERCIO	C	18597510	10435349	1
1652	6	0	SANTANDER	CONSTRUCCION	C	6388535	4842181	0
1653	0	0	SANTANDER	COMERCIO	A	142800555	124745933	167
1654	2	0	BOGOTA	CONSTRUCCION	B	16770883	9698887	0
1655	1	0	SANTANDER	CONSTRUCCION	C	4673775	4937448	1
1656	1	0	SANTANDER	AGROPECUARIO	A	14769944	9887654	1
1657	1	0	SANTANDER	CONSTRUCCION	A	400978977	320929940	81
1658	4	0	VALLE	CONSTRUCCION	C	1061915	605098	0
1659	4	0	VALLE	COMERCIO	A	99703377	78222226	0
1660	0	1	VALLE	SERVICIOS	C	442545	398217	0
1661	1	0	VALLE	MANUFACTURA	C	6304598	4572641	61
1662	15	0	VALLE	CONSTRUCCION	C	27993401	26197227	3
1663	0	0	VALLE	COMERCIO	C	2356237586	1506011746	1
1664	13	0	VALLE	TRANSPORTE	C	724262	675208	0
1665	4	0	VALLE	CONSTRUCCION	C	1654650	433124	1
1666	9	0	MAGDALENA	MANUFACTURA	C	3217980	2591685	25
1667	5	0	VALLE	CONSTRUCCION	C	326601	364859	0
1668	2	0	VALLE	COMERCIO	C	3249796	2021623	5
1669	9	0	VALLE	SERVICIOS	C	1585478	2274448	0
1670	1	0	VALLE	MANUFACTURA	C	7162711	2304511	1
1671	0	0	VALLE	CONSTRUCCION	C	2290638624	1130577243	9
1672	4	0	VALLE	COMERCIO	C	4062883	2404065	45
1673	5	0	VALLE	SERVICIOS	C	10790325	6945067	551
1674	6	0	VALLE	MANUFACTURA	C	3008053	2471459	0
1675	2	0	VALLE	SERVICIOS	C	4388855	3437911	2
1676	0	0	VALLE	CONSTRUCCION	A	97067151	76630101	0
1677	1	1	VALLE	CONSTRUCCION	C	1591194	1791847	1
1678	8	0	VALLE	MANUFACTURA	C	2392182	3362567	0
1679	4	0	VALLE	SERVICIOS	C	1777990	1235104	19
1680	15	0	VALLE	MANUFACTURA	C	5313772	3097218	104
1681	2	1	BOGOTA	SinInf	A	49679110	53650268	1
1682	7	0	VALLE	COMERCIO	C	2729392	1924642	44
1683	9	0	VALLE	COMERCIO	C	1322951	696846	0
1684	2	0	VALLE	COMERCIO	C	15362466	7309466	32
1685	9	0	VALLE	COMERCIO	C	3644270	2754871	0
1686	11	0	VALLE	CONSTRUCCION	C	9266288	4217322	14
1687	0	0	VALLE	SERVICIOS	C	2101232	1382197	1
1688	5	0	VALLE	MANUFACTURA	C	5081666	5159892	25
1689	6	0	VALLE	TRANSPORTE	C	15251578	11973573	154
1690	1	1	VALLE	COMERCIO	C	2197929	3519633	1
1691	1	0	VALLE	CONSTRUCCION	C	5102377	3850065	23
1692	3	0	VALLE	SERVICIOS	C	54454909	50658323	6005
1693	4	0	VALLE	SERVICIOS	C	2853783	2215639	0
1694	1	1	VALLE	MANUFACTURA	C	995238	1982891	1
1695	4	0	VALLE	MANUFACTURA	C	2032328	1178972	28
1696	9	0	VALLE	SERVICIOS	C	1211832	442857	0
1697	4	0	VALLE	AGROPECUARIO	C	24216327	13112310	28
1698	2	0	VALLE	COMERCIO	C	9983750	6587048	0
1699	12	0	VALLE	SERVICIOS	C	384496	745515	1
1700	7	0	VALLE	AGROPECUARIO	C	4345266	1343847	25
1701	1	0	VALLE	SERVICIOS	C	4442750	5884398	1
1702	4	0	VALLE	MANUFACTURA	C	2662710	1377273	1
1703	3	1	VALLE	MANUFACTURA	C	309377	521691	9
1704	6	0	VALLE	COMERCIO	C	3760818	2910896	12
1705	8	0	VALLE	COMERCIO	A	54411	50881	1
1706	0	1	VALLE	COMERCIO	C	1282598288	9032373437	1
1707	1	0	VALLE	MANUFACTURA	B	39244369	22996381	1
1708	6	0	VALLE	COMERCIO	C	20222945	11453783	38
1709	8	0	VALLE	SERVICIOS	C	760277	1428292	0
1710	2	1	VALLE	COMERCIO	C	3033882	1529810	0
1711	4	0	VALLE	SERVICIOS	C	2786857	2094138	29
1712	3	0	BOLIVAR	CONSTRUCCION	B	12549305	8872501	0
1713	0	0	BOLIVAR	SERVICIOS	C	2127657574	1726163869	1
1714	3	0	BOLIVAR	SERVICIOS	C	10022467	9599931	5
1715	0	1	BOLIVAR	SERVICIOS	C	185317000	1476772044	1
1716	10	1	BOLIVAR	SinInf	B	19672000	20106000	0
1717	8	1	BOLIVAR	MANUFACTURA	A	98259706	108493710	0
1718	1	0	BOLIVAR	CONSTRUCCION	B	29707849	16857774	0
1719	4	0	BOLIVAR	COMERCIO	C	2793566	1947921	1
1720	4	0	BOLIVAR	CONSTRUCCION	C	4957189	2852184	37
1721	1	0	BOLIVAR	CONSTRUCCION	B	10034325	5592333	1
1722	2	0	BOLIVAR	MANUFACTURA	C	4974455	4298775	28
1723	1	0	BOLIVAR	SERVICIOS	C	1484706	926097	0
1724	2	0	BOLIVAR	SERVICIOS	C	3766110	1786354	0
1725	11	1	BOLIVAR	SinInf	B	14896990	11350836	0
1726	1	0	N_SANTANDER	COMERCIO	C	17192634	11160758	1
1727	1	1	N_SANTANDER	SERVICIOS	C	43077	1426288	0
1728	3	0	N_SANTANDER	SERVICIOS	C	545730	716617	1
1729	6	0	N_SANTANDER	MANUFACTURA	C	9253079	5291342	11
1730	4	0	CESAR	MANUFACTURA	C	5743153	4804445	17
1731	12	0	N_SANTANDER	SERVICIOS	C	2386995	1661920	0
1732	5	1	BOGOTA	COMERCIO	A	36175057	64425922	0
1733	4	0	TOLIMA	COMERCIO	C	204742	27679	5
1734	5	0	TOLIMA	SERVICIOS	B	15962100	12636908	1
1735	6	1	TOLIMA	COMERCIO	B	12145248	11699747	0
1736	2	0	TOLIMA	COMERCIO	C	4017378	2784940	4
1737	3	0	TOLIMA	TRANSPORTE	C	2113462	1068446	1
1738	2	0	CALDAS	COMERCIO	C	1471401	1300670	1
1739	4	0	CALDAS	COMERCIO	C	3361008	1453752	1
1740	2	0	CALDAS	SERVICIOS	C	2465995	865039	5
1741	10	0	CALDAS	CONSTRUCCION	C	3266790	4063443	4
1742	0	0	CALDAS	CONSTRUCCION	B	46429682	26887466	1
1743	0	0	ANTIOQUIA	SERVICIOS	B	13514891	5745829	1
1744	2	0	ANTIOQUIA	MANUFACTURA	C	2764503	2079454	19
1745	4	0	ANTIOQUIA	MANUFACTURA	C	549266	704565	41
1746	0	0	ANTIOQUIA	COMERCIO	C	8018500	6028957	1
1747	2	0	ANTIOQUIA	COMERCIO	C	2893902	1766219	25
1748	13	1	ANTIOQUIA	MANUFACTURA	B	13229158	6150083	63
1749	0	0	ANTIOQUIA	SERVICIOS	C	59371118	18096869	1
1750	2	1	ANTIOQUIA	CONSTRUCCION	C	7682977	5169694	2
1751	9	0	BOGOTA	HIDROCARBUROS	B	27303050	23816589	1
1752	3	0	ANTIOQUIA	CONSTRUCCION	B	11199697	7139344	42
1753	0	0	ANTIOQUIA	COMERCIO	C	30873593	23482866	12
1754	3	0	ANTIOQUIA	SERVICIOS	C	814858	638584	10
1755	3	0	ANTIOQUIA	SERVICIOS	C	4106052	5199009	86
1756	2	1	ANTIOQUIA	MANUFACTURA	C	15396297	6531197	79
1757	5	1	BOGOTA	COMERCIO	C	23429186	12399281	0
1758	1	1	CUNDINAMARCA	MANUFACTURA	C	19019927	16801326	1
1759	9	0	ANTIOQUIA	SERVICIOS	C	5870675	5740320	101
1760	7	0	ANTIOQUIA	MANUFACTURA	C	8868242	5919384	38
1761	1	1	ANTIOQUIA	CONSTRUCCION	C	17775342	3809792	88
1762	3	0	ANTIOQUIA	CONSTRUCCION	B	39397037	26188750	30
1763	6	0	ANTIOQUIA	COMERCIO	C	674732	559050	2
1764	2	0	ANTIOQUIA	CONSTRUCCION	B	13651196	12454626	8
1765	3	0	ANTIOQUIA	COMERCIO	C	3004997	2074509	5
1766	3	0	ANTIOQUIA	TRANSPORTE	C	5295154	4990893	1
1767	3	0	ANTIOQUIA	AGROPECUARIO	A	132959405	34685161	28
1768	2	0	ANTIOQUIA	COMERCIO	C	669186	697006	3
1769	0	0	ANTIOQUIA	COMERCIO	A	105330475	93002183	123
1770	2	1	ANTIOQUIA	SERVICIOS	A	65084411	58882530	1
1771	9	0	ANTIOQUIA	SERVICIOS	C	4471497	3367131	145
1772	4	0	ANTIOQUIA	MANUFACTURA	C	2015798	1664872	24
1773	3	0	ANTIOQUIA	MANUFACTURA	C	31191151	41498809	0
1774	3	0	ANTIOQUIA	AGROPECUARIO	C	16367549	3927979	59
1775	9	0	ANTIOQUIA	CONSTRUCCION	B	13960334	9274837	1
1776	14	0	ANTIOQUIA	MANUFACTURA	C	6887312	5733727	0
1777	4	0	ANTIOQUIA	MANUFACTURA	C	1182602	1640499	49
1778	3	0	ANTIOQUIA	CONSTRUCCION	A	109095447	71809315	95
1779	3	0	ANTIOQUIA	AGROPECUARIO	B	30554122	9820273	34
1780	3	0	ANTIOQUIA	COMERCIO	A	48130122	27855765	0
1781	6	0	ANTIOQUIA	SERVICIOS	C	2831967	2009930	0
1782	6	0	ANTIOQUIA	SERVICIOS	C	2944971	3138858	10
1783	5	0	ANTIOQUIA	MANUFACTURA	C	5695686	4496181	37
1784	0	0	ANTIOQUIA	COMERCIO	A	64449238	68132534	48
1785	4	0	ANTIOQUIA	SERVICIOS	C	3453839	1414798	0
1786	1	0	ANTIOQUIA	MANUFACTURA	C	2302335	1877806	13
1787	3	0	SUCRE	COMERCIO	B	13314566	3345125	16
1788	1	0	ANTIOQUIA	COMERCIO	C	5470269	6696399	41
1789	12	1	BOGOTA	AGROPECUARIO	A	15001654	7799364	0
1790	6	0	ANTIOQUIA	COMERCIO	C	1438927	3287532	23
1791	4	0	ANTIOQUIA	COMERCIO	C	37465124	26583919	1
1792	11	0	ANTIOQUIA	CONSTRUCCION	C	5947705	1044119	125
1793	3	0	ANTIOQUIA	TRANSPORTE	C	1953703	1503541	0
1794	9	0	ANTIOQUIA	CONSTRUCCION	A	87660724	34357810	1
1795	1	0	ANTIOQUIA	COMERCIO	B	13575508	12573155	0
1796	4	0	ANTIOQUIA	MANUFACTURA	C	26181208	22685817	14
1797	0	0	ANTIOQUIA	COMERCIO	C	962717	1831850	1
1798	8	0	ANTIOQUIA	TRANSPORTE	C	4079683	1099786	101
1799	0	0	ANTIOQUIA	MANUFACTURA	B	25239192	20699615	200
1800	7	0	ANTIOQUIA	CONSTRUCCION	C	1057751	954446	18
1801	5	1	ANTIOQUIA	MANUFACTURA	C	917457	3714382	75
1802	3	0	ANTIOQUIA	SERVICIOS	C	2888115	2856496	1
1803	3	1	BOGOTA	COMERCIO	C	1225949	2075545	0
1804	4	0	ANTIOQUIA	SERVICIOS	C	3966122	3692340	0
1805	10	0	ANTIOQUIA	MANUFACTURA	C	7028150	7933537	90
1806	1	0	ANTIOQUIA	CONSTRUCCION	A	69703282	53663207	220
1807	5	0	ANTIOQUIA	MANUFACTURA	C	881119	694381	16
1808	1	1	ANTIOQUIA	CONSTRUCCION	C	34691744	44999027	0
1809	1	0	ANTIOQUIA	COMERCIO	C	3240397	2960980	25
1810	2	0	ANTIOQUIA	AGROPECUARIO	B	34726580	8941858	21
1811	0	0	ANTIOQUIA	SERVICIOS	B	14886070	29938611	1102
1812	7	0	ANTIOQUIA	SERVICIOS	C	4065760	3723768	26
1813	4	0	ANTIOQUIA	SERVICIOS	B	26526029	1407546	0
1814	1	0	ANTIOQUIA	MANUFACTURA	B	12063547	11682741	130
1815	1	0	ANTIOQUIA	COMERCIO	C	11425028	6236915	16
1816	2	0	ANTIOQUIA	SERVICIOS	C	731159	612189	4
1817	4	0	ANTIOQUIA	SERVICIOS	C	1103268	1016307	14
1818	1	1	ANTIOQUIA	COMERCIO	C	2303195	5086571	1
1819	1	1	ANTIOQUIA	COMERCIO	C	1599758	2507871	10
1820	2	1	ANTIOQUIA	CONSTRUCCION	C	46824029	53666362	20
1821	0	1	ANTIOQUIA	COMERCIO	C	768300	2136579	1
1822	4	0	ANTIOQUIA	CONSTRUCCION	B	12045452	5157833	13
1823	4	0	ANTIOQUIA	SERVICIOS	C	2663134	2669532	11
1824	3	0	ANTIOQUIA	CONSTRUCCION	C	3027318	2983901	46
1825	1	0	ANTIOQUIA	SERVICIOS	A	437112588	396166156	1
1826	5	0	ANTIOQUIA	MANUFACTURA	C	3337735	2173013	0
1827	1	1	BOGOTA	MANUFACTURA	C	294019	2848412	0
1828	3	0	ANTIOQUIA	CONSTRUCCION	C	7748570	6604563	14
1829	4	0	CORDOBA	TRANSPORTE	C	2406099	1653554	23
1830	1	0	CORDOBA	COMERCIO	C	6548225	3212365	1
1831	0	0	CORDOBA	SERVICIOS	C	8861019183	5323703555	1
1832	8	0	META	HIDROCARBUROS	A	52513014	49542628	229
1833	11	0	HUILA	AGROPECUARIO	B	13873952	6019590	69
1834	2	0	HUILA	COMERCIO	C	1971824	721542	2
1835	3	0	HUILA	CONSTRUCCION	B	16933731	8272302	1
1836	1	0	BOGOTA	TRANSPORTE	C	2368224	1220068	1
1837	1	0	TOLIMA	CONSTRUCCION	C	5484642	2668494	0
1838	10	0	HUILA	AGROPECUARIO	C	2266631	1754645	7
1839	5	0	HUILA	SERVICIOS	C	5137819	3727942	1
1840	0	0	HUILA	CONSTRUCCION	C	12414251	6516656	27
1841	4	1	HUILA	COMERCIO	C	1481280	1018802	1
1842	0	0	HUILA	CONSTRUCCION	C	4997989	3280366	7
1843	3	0	HUILA	SERVICIOS	C	4760239	1740122	1
1844	3	0	NARIÑO	CONSTRUCCION	A	102233947	67770600	1
1845	1	0	NARIÑO	TRANSPORTE	C	1864894	1161445	18
1846	13	0	NARIÑO	COMERCIO	C	2244916	1376076	0
1847	3	0	NARIÑO	COMERCIO	B	25405101	11387537	25
1848	5	0	VALLE	MANUFACTURA	C	2309919	1624496	88
1849	13	0	VALLE	MANUFACTURA	C	8313368	5795286	40
1850	6	0	VALLE	COMERCIO	C	12157218	14781569	0
1851	12	0	BOGOTA	TRANSPORTE	B	5730938	5761767	57
1852	4	0	VALLE	MANUFACTURA	C	9334478	5964581	82
1853	8	0	VALLE	MANUFACTURA	C	798010	632351	0
1854	0	0	VALLE	MANUFACTURA	C	13823746547	8319313748	109
1855	1	0	VALLE	COMERCIO	C	1358905	1207287	18
1856	1	0	RISARALDA	COMERCIO	A	3235005721	3101036009	5361
1857	3	0	RISARALDA	COMERCIO	C	4391823	3550161	50
1858	14	1	BOGOTA	SERVICIOS	B	49548699	64923573	0
1859	4	0	RISARALDA	SERVICIOS	C	3289227	1900785	5
1860	4	0	RISARALDA	COMERCIO	C	16983482	19826103	1
1861	4	0	RISARALDA	COMERCIO	C	5398824	4517685	12
1862	7	0	RISARALDA	MANUFACTURA	A	150977674	112711328	734
1863	6	0	RISARALDA	COMERCIO	C	806260	1372752	7
1864	1	0	BOGOTA	HIDROCARBUROS	B	15849304	12863042	1
1865	10	0	RISARALDA	COMERCIO	C	4298101	1973806	10
1866	14	0	RISARALDA	SERVICIOS	B	7706975	13668978	2
1867	3	1	BOGOTA	TRANSPORTE	C	1452281	3369530	1
1868	1	0	CAUCA	AGROPECUARIO	A	203852716	138854506	7
1869	15	0	CAUCA	MANUFACTURA	A	39950756	22770110	97
1870	0	0	VALLE	AGROPECUARIO	A	33503830	25252175	5
1871	14	0	CAUCA	MANUFACTURA	B	45091334	27867478	212
1872	4	0	CAUCA	MANUFACTURA	B	9883706	3738871	82
1873	8	0	CAUCA	SERVICIOS	C	1992642	635622	10
1874	1	1	CAUCA	CONSTRUCCION	C	3471900	2471555	1
1875	0	0	VALLE	TRANSPORTE	C	8499902	7457232	37
1876	11	0	MAGDALENA	MANUFACTURA	C	4058429	2434997	25
1877	4	0	MAGDALENA	AGROPECUARIO	C	22224160	9797217	42
1878	1	0	MAGDALENA	AGROPECUARIO	B	35525679	21028960	0
1879	4	0	MAGDALENA	COMERCIO	C	999805	846079	13
1880	1	0	MAGDALENA	AGROPECUARIO	B	14767749	13815172	0
1881	9	0	MAGDALENA	COMERCIO	C	5943117	4797727	0
1882	3	0	MAGDALENA	MANUFACTURA	C	6260864	4328734	30
1883	3	1	MAGDALENA	AGROPECUARIO	C	36894978	39567762	0
1884	10	0	MAGDALENA	AGROPECUARIO	C	2360052	1696940	21
1885	1	0	MAGDALENA	SERVICIOS	C	1773980	700146	0
1886	1	1	MAGDALENA	TRANSPORTE	C	82100	82100	0
1887	5	0	ANTIOQUIA	COMERCIO	C	1395979	1098955	1
1888	11	0	ANTIOQUIA	CONSTRUCCION	C	285097	183322	0
1889	3	1	BOYACA	COMERCIO	B	10138776	4368381	2
1890	8	0	VALLE	MANUFACTURA	C	4566033	3235129	50
1891	7	0	META	SERVICIOS	C	4972979	1234569	0
1892	4	0	META	AGROPECUARIO	B	13359108	5629981	1
1893	3	0	BOGOTA	COMERCIO	C	1974975	642785	0
1894	4	0	META	SERVICIOS	C	5361607	3551172	0
1895	4	1	META	SERVICIOS	B	24609294	15018810	0
1896	3	0	BOLIVAR	SERVICIOS	C	515666	494670	0
1897	11	0	META	AGROPECUARIO	B	25427074	22481441	19
1898	0	0	META	AGROPECUARIO	C	3798292	2804754	0
1899	2	0	META	AGROPECUARIO	B	4901700	1358868	1
1900	6	1	SUCRE	COMERCIO	C	6032974	4669815	10
1901	4	0	SUCRE	CONSTRUCCION	C	3796737	2362376	6
1902	2	1	SUCRE	COMERCIO	C	549241	1169544	3
1903	1	0	BOGOTA	COMERCIO	B	18313000	13611942	0
1904	3	0	MAGDALENA	SERVICIOS	C	3522038	2287624	8
1905	3	0	CESAR	COMERCIO	C	3735527	2229182	7
1906	0	0	CESAR	AGROPECUARIO	B	11850790	9439845	0
1907	3	0	CESAR	COMERCIO	C	4545530	3952230	0
1908	0	0	CESAR	COMERCIO	C	10147016	6619075	0
1909	6	0	GUAJIRA	CONSTRUCCION	A	111206076	60924504	192
1910	4	1	BOGOTA	SERVICIOS	C	336181	1010720	1
1911	2	1	BOYACA	TRANSPORTE	C	6534	10292	1
1912	1	1	BOYACA	TRANSPORTE	C	1536665	1231653	1
1913	8	0	CASANARE	TRANSPORTE	B	8363943	3557839	33
1914	4	0	BOYACA	MANUFACTURA	B	11936490	5519201	9
1915	2	0	SAN_ANDRES	SERVICIOS	C	664143	603887	4
1916	6	0	SAN_ANDRES	COMERCIO	C	2582296	1865425	0
1917	3	0	SAN_ANDRES	TRANSPORTE	C	10820318	7671327	34
1918	8	0	SANTANDER	MANUFACTURA	C	15548670	16902101	0
1919	5	0	SANTANDER	CONSTRUCCION	C	1251801	878575	0
1920	6	0	SANTANDER	SERVICIOS	C	561623	596905	0
1921	3	1	SANTANDER	CONSTRUCCION	C	5200323	2563273	0
1922	5	0	SANTANDER	SERVICIOS	C	1584276	856847	5
1923	8	0	SANTANDER	HIDROCARBUROS	C	5221405	4005881	11
1924	3	0	SANTANDER	CONSTRUCCION	C	18622883	6511376	50
1925	5	0	SANTANDER	CONSTRUCCION	C	9450356	8648348	0
1926	0	0	SANTANDER	CONSTRUCCION	C	3572453151	4346093667	1
1927	3	0	BOGOTA	COMERCIO	C	1969114	1935407	12
1928	12	0	CUNDINAMARCA	COMERCIO	A	39869000	40821000	191
1929	2	0	BOGOTA	SERVICIOS	B	18362871	9514322	1
1930	1	0	BOGOTA	CONSTRUCCION	B	50086148	29431228	74
1931	3	0	BOGOTA	COMERCIO	C	2756255	1713921	5
1932	10	0	BOGOTA	SERVICIOS	B	7292327	9457321	30
1933	2	0	BOGOTA	SERVICIOS	A	85452225	41663470	0
1934	0	0	BOGOTA	SERVICIOS	C	1563463	1209843	12
1935	4	0	BOGOTA	MANUFACTURA	B	28244792	19302427	57
1936	1	0	BOGOTA	SERVICIOS	B	15306609	5217295	0
1937	2	0	BOGOTA	SERVICIOS	C	8227987	5163594	1
1938	1	0	BOGOTA	HIDROCARBUROS	A	83022847	49053420	1
1939	3	0	BOGOTA	SERVICIOS	C	4031284	3607109	21
1940	4	0	BOGOTA	CONSTRUCCION	B	18679351	10947389	8
1941	7	0	CUNDINAMARCA	COMERCIO	B	12122	10673	1
1942	1	0	BOGOTA	SERVICIOS	C	31811546	23609707	61
1943	6	0	BOGOTA	CONSTRUCCION	B	5256767	5267431	112
1944	12	0	BOGOTA	MANUFACTURA	C	4465435	2685071	1
1945	2	0	BOGOTA	COMERCIO	B	30645440	25813594	0
1946	6	1	BOGOTA	AGROPECUARIO	A	54536572	2491186	0
1947	2	0	BOGOTA	SERVICIOS	B	16610249	14543694	1
1948	8	0	CUNDINAMARCA	MANUFACTURA	B	18851756	10857732	0
1949	4	0	BOGOTA	TRANSPORTE	B	12639660	10612115	24
1950	0	0	BOGOTA	SERVICIOS	C	3532889	4300999	73
1951	5	0	BOGOTA	MANUFACTURA	B	10553500	5562985	55
1952	3	0	BOGOTA	COMERCIO	B	62409232	14192026	0
1953	3	0	BOGOTA	COMERCIO	C	5210458	2908299	1
1954	14	0	BOGOTA	CONSTRUCCION	B	10103038	6443655	0
1955	2	0	BOGOTA	COMERCIO	A	73046466	63580798	236
1956	1	0	BOGOTA	CONSTRUCCION	C	5912502	4807718	5
1957	7	0	BOGOTA	COMERCIO	C	1406259	60000	0
1958	4	0	CUNDINAMARCA	MANUFACTURA	C	894448	512982	0
1959	1	0	CUNDINAMARCA	TRANSPORTE	C	1462788	1326543	0
1960	2	0	BOGOTA	SERVICIOS	C	5452293	2557805	1
1961	4	0	BOGOTA	CONSTRUCCION	C	5326232572	22595811417	1
1962	1	1	BOGOTA	COMERCIO	C	12200	1240194	1
1963	1	0	BOGOTA	SERVICIOS	C	2746830	1963721	12
1964	1	0	CUNDINAMARCA	SERVICIOS	A	134493599	113001965	316
1965	2	0	CUNDINAMARCA	COMERCIO	B	34275000	30500000	1
1966	16	0	VALLE	SERVICIOS	C	1544569	1105421	0
1967	4	0	BOGOTA	SERVICIOS	C	3177905	1718619	1
1968	0	0	BOGOTA	TRANSPORTE	C	11988445	4810814	0
1969	0	0	CUNDINAMARCA	COMERCIO	B	21709614	14738352	80
1970	1	0	BOGOTA	SERVICIOS	C	8173497	5460194	17
1971	1	1	BOGOTA	SERVICIOS	C	5809	51641	0
1972	1	0	BOGOTA	SERVICIOS	C	1322657	1072150	1
1973	1	0	BOGOTA	SERVICIOS	A	118311319	100083411	1
1974	4	0	BOGOTA	CONSTRUCCION	B	30285715	16051038	19
1975	3	0	BOGOTA	AGROPECUARIO	A	62361428	44188039	105
1976	3	1	BOGOTA	CONSTRUCCION	C	667507	1510545	1
1977	4	0	BOGOTA	COMERCIO	A	50594855	24452101	0
1978	4	0	BOGOTA	SERVICIOS	C	1603370	1185763	0
1979	1	0	BOGOTA	TRANSPORTE	B	10785959	5835754	0
1980	1	0	CUNDINAMARCA	COMERCIO	C	8078773	4078965	20
1981	4	0	BOGOTA	AGROPECUARIO	C	2531437	2737973	0
1982	1	1	BOGOTA	SERVICIOS	C	400905	374815	0
1983	2	0	BOGOTA	AGROPECUARIO	B	24557087	18150181	56
1984	0	0	BOGOTA	CONSTRUCCION	B	21010998	14387069	20
1985	2	0	BOGOTA	SERVICIOS	B	18384759	12624794	1
1986	0	1	BOGOTA	MANUFACTURA	C	266003	1292452	0
1987	1	0	BOGOTA	SERVICIOS	A	157528031	74822488	144
1988	1	0	BOGOTA	SERVICIOS	C	8143689	4777333	3
1989	9	0	BOGOTA	CONSTRUCCION	A	37061	38590	1
1990	3	0	SANTANDER	SERVICIOS	C	5732952	3446445	33
1991	2	0	BOGOTA	CONSTRUCCION	A	67159521	42415339	49
1992	4	0	BOGOTA	SERVICIOS	B	8163303	7517091	16
1993	1	0	BOGOTA	SERVICIOS	B	15380705	8694622	8
1994	11	0	BOGOTA	MANUFACTURA	C	1913725	1044252	1
1995	2	0	BOGOTA	SERVICIOS	B	36707474	19066601	1
1996	8	0	BOGOTA	CONSTRUCCION	B	19584810	13847623	21
1997	12	0	CUNDINAMARCA	AGROPECUARIO	A	61899000	42579000	363
1998	2	0	BOGOTA	TRANSPORTE	C	1323441	748600	1
1999	10	0	BOGOTA	SERVICIOS	A	36209239	32614402	0
2000	2	1	VALLE	CONSTRUCCION	C	10767995	72276466	0
2001	7	0	BOGOTA	SERVICIOS	C	5239	2850	1
2002	2	0	BOGOTA	SinInf	C	4109567	2909563	10
2003	2	0	BOGOTA	AGROPECUARIO	C	55753619	31706609	1
2004	4	0	BOGOTA	MANUFACTURA	C	2668586	2668586	30
2005	2	0	BOGOTA	SERVICIOS	A	545159024	453927016	1
2006	8	0	BOGOTA	HIDROCARBUROS	A	47094	31302	1
2007	3	0	BOGOTA	COMERCIO	B	12162327	10513853	0
2008	1	0	BOGOTA	CONSTRUCCION	B	26438038	13795032	7
2009	4	1	BOGOTA	COMERCIO	B	9812641	17515884	1
2010	0	0	BOGOTA	COMERCIO	C	10883096	10132731	0
2011	1	1	BOGOTA	MANUFACTURA	B	18206989	11363281	37
2012	4	0	BOGOTA	COMERCIO	C	1849847	394483	5
2013	10	0	BOGOTA	CONSTRUCCION	C	195602	717649	0
2014	2	1	BOGOTA	MANUFACTURA	C	990681	1880966	1
2015	15	0	BOGOTA	MANUFACTURA	B	6790553	4116133	45
2016	6	0	ANTIOQUIA	COMERCIO	C	12527591	8683884	170
2017	7	1	BOGOTA	SERVICIOS	A	61291731	42213966	0
2018	2	0	BOGOTA	SERVICIOS	B	8845123	3241008	4
2019	1	1	BOGOTA	SERVICIOS	B	19453044	14733862	1
2020	0	0	BOGOTA	SERVICIOS	C	1527165	2952370	9
2021	3	0	BOGOTA	SERVICIOS	C	6963640	3886346	0
2022	1	1	CUNDINAMARCA	TRANSPORTE	C	17129722	15874888	1
2023	14	0	BOGOTA	CONSTRUCCION	A	44229981	34945097	118
2024	7	0	BOGOTA	COMERCIO	C	4348004	1439919	1
2025	1	0	BOGOTA	CONSTRUCCION	B	9921527	14899937	0
2026	12	0	BOGOTA	COMERCIO	C	240500	178648	5
2027	3	0	BOGOTA	SERVICIOS	B	8383628	5503835	43
2028	1	0	META	HIDROCARBUROS	B	13909682	6134182	52
2029	4	0	BOGOTA	SERVICIOS	B	33935993	24950046	48
